timestamp,source_ip,destination_ip,destination_port,attack_type,severity,alert
2025-04-08 03:50:41.193901,219.85.72.138,10.0.0.4,8080,SSH Brute Force,High,True
2025-04-07 12:44:29.193901,140.102.194.90,10.0.0.4,8080,SSH Brute Force,Low,True
2025-04-07 20:51:36.193901,188.41.50.104,10.0.0.4,443,SSH Brute Force,Medium,True
2025-04-07 08:04:58.193901,20.147.223.214,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-09 03:01:28.193901,4.155.103.211,10.0.0.4,443,SSH Brute Force,High,True
2025-04-08 02:27:04.193901,3.88.212.255,10.0.0.4,53,SSH Brute Force,Medium,True
2025-04-09 01:18:39.193901,184.158.74.105,10.0.0.4,8080,SSH Brute Force,Medium,True
2025-04-06 15:49:17.193901,9.207.88.6,10.0.0.4,53,SSH Brute Force,Critical,True
2025-04-08 05:16:46.193901,164.169.125.240,10.0.0.4,21,SSH Brute Force,High,True
2025-04-06 19:17:06.193901,12.60.227.190,10.0.0.4,80,SSH Brute Force,High,True
2025-04-07 09:16:36.193901,227.213.18.3,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-08 13:08:10.193901,232.226.203.116,10.0.0.4,80,SSH Brute Force,Medium,True
2025-04-08 03:03:23.193901,142.152.32.250,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-07 12:23:35.193901,26.229.199.81,10.0.0.4,21,SSH Brute Force,Medium,True
2025-04-07 09:36:07.193901,67.217.218.101,10.0.0.4,22,SSH Brute Force,Medium,True
2025-04-08 06:11:44.193901,85.69.249.58,10.0.0.4,80,SSH Brute Force,High,True
2025-04-07 14:31:37.193901,184.174.86.170,10.0.0.4,443,SSH Brute Force,High,True
2025-04-08 09:00:46.193901,45.183.91.90,10.0.0.4,80,SSH Brute Force,Low,True
2025-04-07 07:07:10.193901,207.193.6.2,10.0.0.4,80,SSH Brute Force,High,True
2025-04-08 17:48:10.193901,75.117.244.106,10.0.0.4,53,SSH Brute Force,High,True
2025-04-06 23:11:30.193901,133.192.239.148,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-08 11:18:46.193901,227.210.108.137,10.0.0.4,8080,SSH Brute Force,Low,True
2025-04-06 23:31:45.193901,171.8.245.21,10.0.0.4,80,SSH Brute Force,High,True
2025-04-06 19:27:11.193901,87.253.80.106,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-08 08:24:07.193901,64.75.154.112,10.0.0.4,80,SSH Brute Force,High,True
2025-04-06 09:40:05.193901,186.159.156.79,10.0.0.4,21,SSH Brute Force,High,True
2025-04-07 18:17:53.193901,112.166.217.84,10.0.0.4,3389,SSH Brute Force,Critical,True
2025-04-09 01:44:45.193901,13.115.75.153,10.0.0.4,80,SSH Brute Force,High,True
2025-04-08 03:59:26.193901,29.174.199.80,10.0.0.4,3389,SSH Brute Force,Medium,True
2025-04-06 11:55:21.193901,60.76.17.240,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-07 22:55:58.193901,64.180.181.184,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-08 02:55:55.193901,66.89.170.192,10.0.0.4,3389,SSH Brute Force,Critical,True
2025-04-06 09:56:10.193901,178.220.192.198,10.0.0.4,22,SSH Brute Force,High,True
2025-04-08 17:29:24.193901,173.126.43.48,10.0.0.4,21,SSH Brute Force,Medium,True
2025-04-07 18:57:21.193901,209.114.26.228,10.0.0.4,443,SSH Brute Force,High,True
2025-04-07 20:55:01.193901,242.170.231.206,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-07 21:28:39.193901,145.170.138.244,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-07 18:46:35.193901,70.165.102.45,10.0.0.4,8080,SSH Brute Force,Medium,True
2025-04-07 00:50:41.193901,95.31.229.20,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-08 07:57:27.193901,34.118.43.83,10.0.0.4,53,SSH Brute Force,Medium,True
2025-04-06 23:13:28.193901,59.214.64.24,10.0.0.4,443,SSH Brute Force,Medium,True
2025-04-06 07:31:44.193901,216.144.167.49,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-07 14:35:21.193901,129.23.36.99,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-08 17:13:08.193901,157.55.31.33,10.0.0.4,443,SSH Brute Force,Medium,True
2025-04-06 15:05:39.193901,163.4.35.203,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-06 10:05:24.193901,17.20.11.215,10.0.0.4,3389,SSH Brute Force,Medium,True
2025-04-07 09:40:25.193901,191.41.57.20,10.0.0.4,80,SSH Brute Force,Low,True
2025-04-07 18:02:04.193901,193.79.37.119,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-06 06:58:25.193901,152.129.117.167,10.0.0.4,443,SSH Brute Force,Medium,True
2025-04-07 11:35:12.193901,101.41.157.19,10.0.0.4,8080,SSH Brute Force,Low,True
2025-04-08 20:10:30.193901,139.181.193.19,10.0.0.4,8080,SSH Brute Force,Low,True
2025-04-07 09:52:27.193901,96.131.3.86,10.0.0.4,21,SSH Brute Force,High,True
2025-04-08 20:05:11.193901,154.9.169.77,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-06 15:31:55.193901,248.106.21.58,10.0.0.4,21,SSH Brute Force,High,True
2025-04-07 21:24:13.193901,187.48.226.137,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-06 05:54:47.193901,38.195.42.71,10.0.0.4,53,SSH Brute Force,Medium,True
2025-04-07 21:20:20.193901,71.5.107.181,10.0.0.4,443,SSH Brute Force,Critical,True
2025-04-08 21:36:44.193901,14.237.22.210,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-08 05:54:07.193901,26.118.141.70,10.0.0.4,21,SSH Brute Force,High,True
2025-04-06 21:54:06.193901,153.96.221.214,10.0.0.4,443,SSH Brute Force,Critical,True
2025-04-07 07:35:30.193901,142.252.54.199,10.0.0.4,8080,SSH Brute Force,Low,True
2025-04-08 21:00:50.193901,87.33.95.71,10.0.0.4,443,SSH Brute Force,Medium,True
2025-04-08 03:50:56.193901,93.79.11.223,10.0.0.4,8080,SSH Brute Force,High,True
2025-04-07 04:16:49.193901,168.99.234.100,10.0.0.4,80,SSH Brute Force,Medium,True
2025-04-08 06:16:44.193901,222.198.122.168,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-07 06:46:45.193901,69.235.233.123,10.0.0.4,21,SSH Brute Force,Low,True
2025-04-06 06:08:10.193901,244.19.109.247,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-06 13:29:34.193901,138.146.140.26,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-08 01:58:17.193901,210.73.148.39,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-09 03:11:27.193901,72.236.146.221,10.0.0.4,3389,SSH Brute Force,Medium,True
2025-04-07 22:05:49.193901,220.212.197.254,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-06 09:34:28.193901,104.27.215.110,10.0.0.4,22,SSH Brute Force,High,True
2025-04-08 23:51:18.193901,46.3.26.245,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-08 21:19:32.193901,127.205.175.52,10.0.0.4,443,SSH Brute Force,Medium,True
2025-04-08 00:55:19.193901,166.27.165.135,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-08 21:19:38.193901,201.77.250.214,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-08 10:24:33.193901,159.135.136.237,10.0.0.4,80,SSH Brute Force,High,True
2025-04-08 01:14:19.193901,116.225.38.36,10.0.0.4,443,SSH Brute Force,Critical,True
2025-04-07 08:35:09.193901,56.161.249.243,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-06 21:09:44.193901,3.122.175.99,10.0.0.4,8080,SSH Brute Force,High,True
2025-04-06 17:34:18.193901,84.2.2.119,10.0.0.4,22,SSH Brute Force,Medium,True
2025-04-06 12:16:15.193901,174.193.101.13,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-07 22:22:31.193901,99.222.197.231,10.0.0.4,443,SSH Brute Force,Critical,True
2025-04-07 09:16:35.193901,13.15.137.228,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-08 20:33:13.193901,80.164.204.63,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-06 13:34:37.193901,140.90.8.188,10.0.0.4,53,SSH Brute Force,Medium,True
2025-04-08 03:41:15.193901,251.2.182.27,10.0.0.4,22,SSH Brute Force,Medium,True
2025-04-06 21:10:28.193901,19.170.242.180,10.0.0.4,53,SSH Brute Force,Critical,True
2025-04-06 14:40:03.193901,176.243.246.147,10.0.0.4,80,SSH Brute Force,Medium,True
2025-04-06 21:25:24.193901,92.236.90.218,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-09 00:01:28.193901,186.178.131.175,10.0.0.4,443,SSH Brute Force,High,True
2025-04-07 11:54:25.193901,12.113.111.16,10.0.0.4,80,SSH Brute Force,High,True
2025-04-08 19:07:42.193901,126.232.173.145,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-07 08:22:29.193901,115.148.113.235,10.0.0.4,80,SSH Brute Force,Medium,True
2025-04-08 09:35:39.193901,33.23.116.128,10.0.0.4,3389,SSH Brute Force,Medium,True
2025-04-07 11:43:15.193901,197.254.34.92,10.0.0.4,443,SSH Brute Force,High,True
2025-04-08 02:20:56.193901,244.31.117.233,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-06 05:21:22.193901,84.3.21.233,10.0.0.4,53,SSH Brute Force,Critical,True
2025-04-08 11:39:25.193901,180.99.147.10,10.0.0.4,443,SSH Brute Force,Critical,True
2025-04-06 16:41:13.193901,87.65.56.35,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-09 01:57:50.193901,187.162.173.255,10.0.0.4,8080,SSH Brute Force,Medium,True
2025-04-06 18:15:52.193901,125.252.81.247,10.0.0.4,443,SSH Brute Force,Medium,True
2025-04-07 11:32:55.193901,183.34.4.141,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-06 12:47:39.193901,226.172.139.78,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-06 14:17:21.193901,142.179.193.248,10.0.0.4,53,SSH Brute Force,Low,True
2025-04-07 06:50:59.193901,189.162.137.246,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-08 16:02:25.193901,118.67.224.202,10.0.0.4,8080,SSH Brute Force,Low,True
2025-04-08 21:41:16.193901,83.244.168.101,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-08 19:50:56.193901,13.230.183.113,10.0.0.4,443,SSH Brute Force,Critical,True
2025-04-08 22:12:45.193901,197.231.186.83,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-06 20:22:16.193901,4.232.110.152,10.0.0.4,53,SSH Brute Force,Critical,True
2025-04-06 21:21:13.193901,249.68.80.201,10.0.0.4,443,RDP Brute Force,Critical,True
2025-04-07 07:05:03.193901,15.238.141.203,10.0.0.4,21,RDP Brute Force,High,True
2025-04-07 13:26:20.193901,178.109.69.144,10.0.0.4,8080,RDP Brute Force,Critical,True
2025-04-08 00:49:32.193901,151.80.244.191,10.0.0.4,8080,RDP Brute Force,Low,True
2025-04-08 04:55:26.193901,243.70.240.140,10.0.0.4,443,RDP Brute Force,High,True
2025-04-08 04:23:33.193901,202.223.2.216,10.0.0.4,22,RDP Brute Force,Medium,True
2025-04-07 00:35:47.193901,10.106.96.53,10.0.0.4,443,RDP Brute Force,High,True
2025-04-09 01:13:25.193901,18.229.227.116,10.0.0.4,22,RDP Brute Force,High,True
2025-04-09 01:54:46.193901,63.116.198.248,10.0.0.4,80,RDP Brute Force,Medium,True
2025-04-07 05:50:22.193901,233.187.230.16,10.0.0.4,443,RDP Brute Force,Low,True
2025-04-08 10:59:15.193901,160.11.175.19,10.0.0.4,22,RDP Brute Force,Critical,True
2025-04-07 01:20:13.193901,99.177.230.35,10.0.0.4,3389,RDP Brute Force,High,True
2025-04-06 23:18:24.193901,129.229.200.162,10.0.0.4,443,RDP Brute Force,High,True
2025-04-07 19:07:03.193901,35.142.119.171,10.0.0.4,22,RDP Brute Force,Critical,True
2025-04-09 00:51:40.193901,231.154.56.228,10.0.0.4,21,RDP Brute Force,Critical,True
2025-04-07 20:45:32.193901,166.100.109.57,10.0.0.4,443,RDP Brute Force,Critical,True
2025-04-07 07:12:35.193901,127.32.109.30,10.0.0.4,21,RDP Brute Force,High,True
2025-04-07 16:50:21.193901,114.241.187.232,10.0.0.4,80,RDP Brute Force,Low,True
2025-04-06 19:02:39.193901,62.237.224.223,10.0.0.4,53,RDP Brute Force,Low,True
2025-04-07 04:43:39.193901,191.142.175.20,10.0.0.4,53,RDP Brute Force,Low,True
2025-04-07 02:24:24.193901,196.227.251.25,10.0.0.4,8080,RDP Brute Force,Critical,True
2025-04-08 05:52:25.193901,103.71.182.130,10.0.0.4,21,RDP Brute Force,Medium,True
2025-04-09 03:47:59.193901,50.187.238.123,10.0.0.4,8080,RDP Brute Force,Low,True
2025-04-06 22:36:21.193901,92.97.188.119,10.0.0.4,80,RDP Brute Force,High,True
2025-04-08 11:31:29.193901,143.180.137.191,10.0.0.4,3389,RDP Brute Force,Medium,True
2025-04-09 01:51:43.193901,240.108.192.16,10.0.0.4,22,RDP Brute Force,High,True
2025-04-07 21:28:50.193901,225.252.62.63,10.0.0.4,22,RDP Brute Force,Critical,True
2025-04-07 15:16:29.193901,19.194.207.194,10.0.0.4,8080,RDP Brute Force,Medium,True
2025-04-08 05:54:43.193901,198.153.75.202,10.0.0.4,3389,RDP Brute Force,High,True
2025-04-08 15:50:27.193901,24.253.232.225,10.0.0.4,3389,RDP Brute Force,Critical,True
2025-04-07 13:15:39.193901,24.84.152.38,10.0.0.4,8080,RDP Brute Force,Low,True
2025-04-08 02:18:34.193901,3.126.143.29,10.0.0.4,22,RDP Brute Force,Low,True
2025-04-07 09:43:44.193901,51.44.12.233,10.0.0.4,22,RDP Brute Force,Low,True
2025-04-07 20:00:21.193901,2.47.197.112,10.0.0.4,53,RDP Brute Force,Low,True
2025-04-07 00:09:11.193901,105.155.25.160,10.0.0.4,8080,RDP Brute Force,High,True
2025-04-08 03:41:46.193901,37.62.196.245,10.0.0.4,21,RDP Brute Force,High,True
2025-04-07 09:14:59.193901,84.216.174.84,10.0.0.4,443,RDP Brute Force,Medium,True
2025-04-07 18:49:28.193901,243.3.109.111,10.0.0.4,53,RDP Brute Force,Critical,True
2025-04-08 11:55:30.193901,47.187.141.222,10.0.0.4,22,RDP Brute Force,Low,True
2025-04-08 15:00:19.193901,131.214.99.198,10.0.0.4,8080,RDP Brute Force,High,True
2025-04-07 16:03:42.193901,241.193.182.57,10.0.0.4,3389,RDP Brute Force,Critical,True
2025-04-08 01:40:18.193901,4.178.187.199,10.0.0.4,443,RDP Brute Force,Critical,True
2025-04-06 22:21:19.193901,242.247.136.110,10.0.0.4,443,RDP Brute Force,High,True
2025-04-06 20:58:14.193901,73.97.171.22,10.0.0.4,80,RDP Brute Force,High,True
2025-04-07 17:21:10.193901,33.99.204.58,10.0.0.4,22,RDP Brute Force,High,True
2025-04-08 08:08:46.193901,38.111.176.200,10.0.0.4,21,RDP Brute Force,Medium,True
2025-04-07 13:34:07.193901,57.239.76.138,10.0.0.4,22,RDP Brute Force,Low,True
2025-04-07 05:16:06.193901,101.16.251.122,10.0.0.4,22,RDP Brute Force,Low,True
2025-04-07 03:03:43.193901,23.204.71.224,10.0.0.4,53,RDP Brute Force,Low,True
2025-04-06 20:55:42.193901,240.239.162.46,10.0.0.4,443,RDP Brute Force,High,True
2025-04-07 21:59:45.193901,251.200.131.159,10.0.0.4,53,RDP Brute Force,High,True
2025-04-08 19:26:15.193901,148.148.45.222,10.0.0.4,21,RDP Brute Force,Low,True
2025-04-08 08:10:42.193901,218.219.246.138,10.0.0.4,22,RDP Brute Force,Low,True
2025-04-07 22:00:02.193901,20.178.76.254,10.0.0.4,22,RDP Brute Force,High,True
2025-04-06 09:13:33.193901,42.49.209.156,10.0.0.4,443,RDP Brute Force,Low,True
2025-04-08 12:28:37.193901,75.28.194.180,10.0.0.4,80,RDP Brute Force,Low,True
2025-04-09 01:03:26.193901,205.103.60.95,10.0.0.4,443,RDP Brute Force,Critical,True
2025-04-07 16:49:20.193901,135.98.71.101,10.0.0.4,8080,RDP Brute Force,High,True
2025-04-06 06:14:45.193901,230.180.49.111,10.0.0.4,3389,RDP Brute Force,Medium,True
2025-04-08 03:14:15.193901,49.121.51.115,10.0.0.4,22,RDP Brute Force,High,True
2025-04-07 15:50:12.193901,140.68.243.58,10.0.0.4,53,RDP Brute Force,Low,True
2025-04-08 08:13:41.193901,87.148.26.75,10.0.0.4,53,RDP Brute Force,Low,True
2025-04-08 07:19:10.193901,104.57.115.35,10.0.0.4,443,RDP Brute Force,Low,True
2025-04-07 06:46:24.193901,9.212.146.66,10.0.0.4,8080,RDP Brute Force,Critical,True
2025-04-07 13:30:19.193901,240.81.216.33,10.0.0.4,3389,RDP Brute Force,Low,True
2025-04-08 16:05:31.193901,194.196.188.249,10.0.0.4,443,RDP Brute Force,Low,True
2025-04-07 12:23:35.193901,113.41.113.183,10.0.0.4,8080,RDP Brute Force,Low,True
2025-04-08 21:08:06.193901,8.174.107.158,10.0.0.4,443,RDP Brute Force,Medium,True
2025-04-06 16:39:49.193901,93.58.98.246,10.0.0.4,53,RDP Brute Force,High,True
2025-04-08 01:59:46.193901,75.202.83.40,10.0.0.4,22,RDP Brute Force,Medium,True
2025-04-07 07:32:45.193901,238.1.94.139,10.0.0.4,53,RDP Brute Force,Critical,True
2025-04-08 08:32:08.193901,101.91.203.203,10.0.0.4,8080,RDP Brute Force,Medium,True
2025-04-08 11:59:41.193901,13.182.165.164,10.0.0.4,53,RDP Brute Force,Critical,True
2025-04-06 06:33:15.193901,96.10.134.199,10.0.0.4,443,RDP Brute Force,Critical,True
2025-04-06 10:33:39.193901,240.103.117.152,10.0.0.4,21,RDP Brute Force,High,True
2025-04-08 18:03:38.193901,101.183.133.185,10.0.0.4,8080,RDP Brute Force,Critical,True
2025-04-07 00:37:02.193901,106.182.158.229,10.0.0.4,80,RDP Brute Force,High,True
2025-04-08 12:05:08.193901,166.86.209.150,10.0.0.4,443,RDP Brute Force,High,True
2025-04-07 15:56:20.193901,141.2.172.184,10.0.0.4,22,RDP Brute Force,Low,True
2025-04-07 11:45:52.193901,144.197.161.65,10.0.0.4,8080,RDP Brute Force,High,True
2025-04-07 17:02:39.193901,96.246.231.41,10.0.0.4,80,RDP Brute Force,Low,True
2025-04-07 18:18:18.193901,192.99.106.156,10.0.0.4,21,RDP Brute Force,High,True
2025-04-07 02:40:14.193901,64.242.140.102,10.0.0.4,22,RDP Brute Force,High,True
2025-04-07 21:10:43.193901,114.191.47.170,10.0.0.4,80,RDP Brute Force,Medium,True
2025-04-08 13:44:51.193901,152.141.52.73,10.0.0.4,53,RDP Brute Force,Critical,True
2025-04-06 05:30:28.193901,110.95.66.217,10.0.0.4,22,RDP Brute Force,Critical,True
2025-04-07 02:36:06.193901,198.195.76.107,10.0.0.4,3389,RDP Brute Force,Critical,True
2025-04-09 01:50:23.193901,35.172.165.105,10.0.0.4,80,RDP Brute Force,Low,True
2025-04-06 16:53:34.193901,46.125.192.139,10.0.0.4,21,RDP Brute Force,Low,True
2025-04-08 12:01:11.193901,8.223.7.223,10.0.0.4,53,RDP Brute Force,High,True
2025-04-08 18:04:51.193901,55.19.234.157,10.0.0.4,8080,RDP Brute Force,Low,True
2025-04-08 07:59:00.193901,77.216.104.145,10.0.0.4,8080,RDP Brute Force,Medium,True
2025-04-06 18:13:38.193901,47.30.244.63,10.0.0.4,53,RDP Brute Force,Critical,True
2025-04-06 14:26:49.193901,206.87.215.120,10.0.0.4,53,RDP Brute Force,Medium,True
2025-04-06 06:50:20.193901,75.26.202.29,10.0.0.4,3389,RDP Brute Force,Critical,True
2025-04-06 07:10:29.193901,242.37.198.77,10.0.0.4,22,RDP Brute Force,High,True
2025-04-06 16:08:55.193901,176.140.3.114,10.0.0.4,22,RDP Brute Force,Critical,True
2025-04-08 06:02:15.193901,229.233.93.76,10.0.0.4,80,RDP Brute Force,Medium,True
2025-04-09 04:02:03.193901,184.23.209.176,10.0.0.4,80,RDP Brute Force,Low,True
2025-04-08 23:28:02.193901,126.81.68.15,10.0.0.4,80,RDP Brute Force,Low,True
2025-04-08 19:28:20.193901,61.160.53.134,10.0.0.4,53,RDP Brute Force,High,True
2025-04-08 09:53:41.193901,52.232.185.96,10.0.0.4,80,RDP Brute Force,Low,True
2025-04-07 02:47:13.193901,252.245.123.19,10.0.0.4,3389,RDP Brute Force,Medium,True
2025-04-07 21:57:19.193901,23.167.189.110,10.0.0.4,80,RDP Brute Force,High,True
2025-04-09 04:26:31.193901,212.172.8.174,10.0.0.4,8080,RDP Brute Force,Medium,True
2025-04-08 17:55:55.193901,4.108.250.217,10.0.0.4,443,RDP Brute Force,Low,True
2025-04-06 20:52:34.193901,197.240.224.210,10.0.0.4,3389,RDP Brute Force,High,True
2025-04-08 22:25:53.193901,251.95.154.120,10.0.0.4,443,RDP Brute Force,Low,True
2025-04-09 02:16:35.193901,192.10.76.236,10.0.0.4,21,RDP Brute Force,Low,True
2025-04-07 10:31:41.193901,220.22.96.186,10.0.0.4,3389,RDP Brute Force,High,True
2025-04-08 17:10:12.193901,23.52.167.143,10.0.0.4,80,RDP Brute Force,Low,True
2025-04-06 13:46:32.193901,71.116.139.179,10.0.0.4,3389,RDP Brute Force,Critical,True
2025-04-08 12:28:06.193901,211.33.156.127,10.0.0.4,443,RDP Brute Force,Critical,True
2025-04-08 19:27:41.193901,196.98.4.248,10.0.0.4,22,RDP Brute Force,Critical,True
2025-04-06 13:28:40.193901,20.171.41.195,10.0.0.4,8080,RDP Brute Force,Critical,True
2025-04-06 18:46:18.193901,95.211.63.116,10.0.0.4,443,RDP Brute Force,Critical,True
2025-04-06 05:00:05.193901,5.183.188.134,10.0.0.4,80,RDP Brute Force,High,True
2025-04-07 02:43:39.193901,154.191.217.193,10.0.0.4,8080,RDP Brute Force,Low,True
2025-04-07 19:00:13.193901,245.153.143.43,10.0.0.4,22,RDP Brute Force,Low,True
2025-04-08 22:17:22.193901,141.182.129.70,10.0.0.4,21,RDP Brute Force,Low,True
2025-04-08 15:02:01.193901,175.189.238.149,10.0.0.4,3389,RDP Brute Force,High,True
2025-04-08 02:16:05.193901,114.128.32.31,10.0.0.4,80,RDP Brute Force,Critical,True
2025-04-08 22:22:02.193901,214.13.5.83,10.0.0.4,53,RDP Brute Force,High,True
2025-04-08 19:40:46.193901,80.206.35.45,10.0.0.4,443,RDP Brute Force,Low,True
2025-04-08 05:58:16.193901,32.109.5.104,10.0.0.4,443,RDP Brute Force,Critical,True
2025-04-06 18:08:55.193901,4.227.125.215,10.0.0.4,8080,RDP Brute Force,Medium,True
2025-04-08 15:57:45.193901,162.11.253.82,10.0.0.4,21,RDP Brute Force,High,True
2025-04-07 12:24:35.193901,225.182.139.168,10.0.0.4,53,RDP Brute Force,Critical,True
2025-04-09 02:01:10.193901,19.17.89.57,10.0.0.4,53,RDP Brute Force,Low,True
2025-04-08 16:55:02.193901,249.6.4.209,10.0.0.4,3389,RDP Brute Force,Low,True
2025-04-08 08:19:14.193901,20.178.28.202,10.0.0.4,3389,RDP Brute Force,High,True
2025-04-08 15:27:37.193901,227.187.34.77,10.0.0.4,53,RDP Brute Force,High,True
2025-04-06 21:26:37.193901,46.147.45.158,10.0.0.4,8080,RDP Brute Force,High,True
2025-04-09 02:29:58.193901,176.187.169.135,10.0.0.4,22,RDP Brute Force,Critical,True
2025-04-09 03:45:15.193901,4.10.183.6,10.0.0.4,443,RDP Brute Force,Critical,True
2025-04-08 00:16:40.193901,116.232.106.68,10.0.0.4,8080,RDP Brute Force,High,True
2025-04-07 22:22:33.193901,237.100.144.80,10.0.0.4,53,RDP Brute Force,High,True
2025-04-07 02:08:27.193901,73.144.185.40,10.0.0.4,22,RDP Brute Force,Critical,True
2025-04-08 00:30:10.193901,95.191.123.40,10.0.0.4,443,RDP Brute Force,Low,True
2025-04-08 10:09:52.193901,216.232.152.8,10.0.0.4,3389,RDP Brute Force,Low,True
2025-04-08 17:08:25.193901,51.207.169.107,10.0.0.4,22,RDP Brute Force,Medium,True
2025-04-06 21:25:15.193901,164.141.86.85,10.0.0.4,3389,RDP Brute Force,Low,True
2025-04-07 09:03:42.193901,96.33.47.131,10.0.0.4,53,RDP Brute Force,Critical,True
2025-04-06 08:04:08.193901,142.9.11.228,10.0.0.4,21,RDP Brute Force,Critical,True
2025-04-08 10:54:05.193901,8.43.202.201,10.0.0.4,21,RDP Brute Force,Medium,True
2025-04-07 18:56:39.193901,144.206.255.131,10.0.0.4,21,RDP Brute Force,Critical,True
2025-04-09 02:15:45.193901,134.24.222.76,10.0.0.4,8080,RDP Brute Force,Critical,True
2025-04-08 10:00:47.193901,204.36.85.7,10.0.0.4,21,RDP Brute Force,High,True
2025-04-07 00:32:37.193901,246.38.238.226,10.0.0.4,8080,RDP Brute Force,Low,True
2025-04-08 03:51:34.193901,195.234.221.16,10.0.0.4,8080,RDP Brute Force,Low,True
2025-04-07 20:13:43.193901,106.129.211.141,10.0.0.4,8080,RDP Brute Force,Low,True
2025-04-08 12:23:39.193901,13.122.233.119,10.0.0.4,3389,RDP Brute Force,Low,True
2025-04-07 05:16:47.193901,139.130.73.24,10.0.0.4,443,RDP Brute Force,Critical,True
2025-04-06 18:06:50.193901,195.65.1.75,10.0.0.4,3389,RDP Brute Force,Low,True
2025-04-06 21:20:27.193901,201.236.118.120,10.0.0.4,22,RDP Brute Force,High,True
2025-04-07 10:08:23.193901,77.13.61.44,10.0.0.4,80,RDP Brute Force,High,True
2025-04-07 18:03:34.193901,202.110.177.230,10.0.0.4,8080,RDP Brute Force,High,True
2025-04-07 04:01:55.193901,252.209.116.134,10.0.0.4,443,RDP Brute Force,Critical,True
2025-04-08 10:59:49.193901,48.115.1.229,10.0.0.4,22,RDP Brute Force,Low,True
2025-04-07 11:52:26.193901,220.197.201.160,10.0.0.4,53,RDP Brute Force,Medium,True
2025-04-06 05:24:47.193901,251.92.181.158,10.0.0.4,21,RDP Brute Force,Medium,True
2025-04-08 15:59:54.193901,207.110.202.203,10.0.0.4,22,RDP Brute Force,High,True
2025-04-08 17:00:37.193901,166.120.38.173,10.0.0.4,53,RDP Brute Force,High,True
2025-04-07 03:17:24.193901,19.239.133.88,10.0.0.4,22,RDP Brute Force,Low,True
2025-04-07 11:14:01.193901,175.128.226.106,10.0.0.4,53,RDP Brute Force,High,True
2025-04-08 01:11:23.193901,97.208.11.188,10.0.0.4,53,RDP Brute Force,High,True
2025-04-06 13:23:23.193901,233.220.57.164,10.0.0.4,53,RDP Brute Force,Medium,True
2025-04-08 11:38:33.193901,152.28.150.16,10.0.0.4,21,RDP Brute Force,Medium,True
2025-04-06 07:33:01.193901,47.118.177.200,10.0.0.4,22,RDP Brute Force,High,True
2025-04-06 20:13:00.193901,237.14.39.250,10.0.0.4,22,RDP Brute Force,Low,True
2025-04-07 18:13:41.193901,196.2.109.95,10.0.0.4,8080,RDP Brute Force,Medium,True
2025-04-08 19:22:00.193901,236.77.103.139,10.0.0.4,80,RDP Brute Force,High,True
2025-04-08 15:18:53.193901,97.106.243.103,10.0.0.4,53,RDP Brute Force,Medium,True
2025-04-07 13:56:29.193901,219.211.250.15,10.0.0.4,21,RDP Brute Force,High,True
2025-04-06 15:15:57.193901,186.160.32.101,10.0.0.4,3389,RDP Brute Force,Medium,True
2025-04-07 07:18:17.193901,182.170.94.98,10.0.0.4,443,RDP Brute Force,Critical,True
2025-04-06 23:25:04.193901,42.84.134.15,10.0.0.4,53,RDP Brute Force,Medium,True
